0,0,0,0
8,0,0,0
16,0,0,0
24,0,0,0
32,0,0,0
3760,0,0,0
3768,0,0,0
3776,0,0,0
3784,0,0,0
3792,0,0,0
3800,0,0,0
3808,0,0,0
3816,0,0,0
3824,0,0,0
3832,0,0,0
3840,0,0,0
3848,0,0,0
3856,0,0,0
3864,0,0,0
3872,0,0,0
3880,0,0,0
3888,0,0,0
3896,0,0,0
3904,0,0,0
3912,0,0,0
3920,0,0,0
3928,0,0,0
3936,0,0,0
3944,0,0,0
3952,0,0,0
3960,0,0,0
3968,0,0,0
3976,0,0,0
3984,0,0,0
3992,0,0,0
4000,0,0,0
4008,0,0,0
4016,0,0,0
4024,0,0,0
4032,0,0,0
4040,0,0,0
4048,0,0,0
4056,0,0,0
4064,0,0,0
4072,0,0,0
4080,0,0,0
4088,0,0,0
4096,0,0,0
4104,0,0,0
4112,0,0,0
4120,0,0,0
4128,0,0,0
4136,0,0,0
4144,0,0,0
4152,0,0,0
4160,0,0,0
4168,0,0,0
4176,0,0,0
4184,0,0,0
4192,0,0,0
4200,0,0,0
4208,0,0,0
4216,0,0,0
4224,0,0,0
4232,0,0,0
4240,0,0,0
4248,0,0,0
4256,0,0,0
4264,0,0,0
4272,0,0,0
4280,0,0,0
4288,0,0,0
4296,0,0,0
4304,0,0,0
4312,0,0,0
4320,0,0,0
4328,0,0,0
4336,0,0,0
4344,0,0,0
4352,0,0,0
4360,0,0,0
4368,0,0,0
4376,0,0,0
4384,0,0,0
4392,0,0,0
4400,0,0,0
4408,0,0,0
4416,0,0,0
4424,0,0,0
4432,0,0,0
4440,0,0,0
4448,0,0,0
4456,0,0,0
4464,0,0,0
4472,0,0,0
4480,0,0,0
4488,0,0,0
4496,0,0,0
4504,0,0,0
4512,0,0,0
4520,0,0,0
4528,0,0,0
4536,0,0,0
4544,0,0,0
4552,0,0,0
4560,0,0,0
4568,0,0,0
4576,0,0,0
4584,0,0,0
4592,0,0,0
4600,0,0,0
4608,0,0,0
4616,0,0,0
4624,0,0,0
4632,0,0,0
4640,0,0,0
4648,0,0,0
4656,0,0,0
4664,0,0,0
4672,0,0,0
4680,0,0,0
4688,0,0,0
4696,0,0,0
4704,0,0,0
4712,0,0,0
4720,0,0,0
4728,0,0,0
4736,0,0,0
4744,0,0,0
4752,0,0,0
4760,0,0,0
4768,0,0,0
4776,0,0,0
4784,0,0,0
4792,0,0,0
4800,0,0,0
4808,0,0,0
4816,0,0,0
4824,0,0,0
4832,0,0,0
4840,0,0,0
4848,0,0,0
4856,0,0,0
4864,0,0,0
4872,0,0,0
4880,0,0,0
4888,0,0,0
4896,0,0,0
4904,0,0,0
4912,0,0,0
4920,0,0,0
4928,0,0,0
4936,0,0,0
4944,0,0,0
4952,0,0,0
4960,0,0,0
4968,0,0,0
4976,0,0,0
4984,0,0,0
4992,0,0,0
5000,0,0,0
5008,0,0,0
